MOBILEAREA,性别,年龄,金额
浙江 绍兴市,女,32.0,1397990
北京,男,42.0,1397037
山东 济南市,女,32.0,1395875
河南 郑州市,男,40.0,1395303
广东 广州市,女,33.0,1393333
广东 广州市,男,43.0,1392800
北京,女,56.0,1390303
上海,女,42.0,1389287
广西 柳州市,女,34.0,1384833
江苏 连云港市,男,37.0,1381572
广东 广州市,女,55.0,1377914
福建 厦门市,女,29.0,1377399
江苏 无锡市,女,47.0,1375301
广东 深圳市,男,42.0,1371532
广东 广州市,男,36.0,1370936
广东 深圳市,女,31.0,1369587
陕西 西安市,男,32.0,1369070
,男,40.0,1366553
北京,女,43.0,1365474
江苏 南通市,女,33.0,1365232
天津,男,43.0,1365000
江苏 南京市,男,40.0,1361034
上海,女,37.0,1360000
广东 广州市,男,23.0,1359220
陕西 西安市,女,37.0,1358870
广东 深圳市,女,35.0,1357975
北京,男,29.0,1357921
重庆,男,43.0,1353319
北京,女,35.0,1351703
安徽 合肥市,女,41.0,1351529
北京,女,41.0,1351422
辽宁 大连市,男,45.0,1350619
上海,女,29.0,1349887
北京,男,50.0,1348617
上海,男,31.0,1348593
广东 广州市,男,28.0,1348100
上海,女,33.0,1347953
陕西 西安市,女,43.0,1341676
江苏 南京市,男,40.0,1340104
上海,男,34.0,1339234
浙江 温州市,男,38.0,1338723
江苏 南京市,男,42.0,1337283
广东 广州市,女,34.0,1333383
河北 邯郸市,男,46.0,1330100
江苏 苏州市,男,39.0,1330046
北京,男,38.0,1330008
北京,女,40.0,1323209
江苏 盐城市,男,32.0,1320587
上海,男,34.0,1320200
北京,男,37.0,1320102
北京,男,35.0,1319514
江苏 苏州市,女,30.0,1317912
天津,女,40.0,1317809
上海,男,40.0,1317765
辽宁 沈阳市,男,43.0,1317124
北京,女,40.0,1316022
福建 福州市,男,38.0,1310914
甘肃 兰州市,男,35.0,1310175
北京,男,53.0,1309962
福建 泉州市,男,46.0,1309170
北京,男,35.0,1308700
江西 南昌市,女,39.0,1305728
青海 海西,女,42.0,1301529
福建 厦门市,男,40.0,1300015
北京,男,35.0,1300010
吉林 长春市,女,27.0,1300007
新疆 阿克苏地区,女,52.0,1300005
江苏 南京市,女,39.0,1300000
广东 广州市,男,37.0,1300000
山东 青岛市,男,38.0,1300000
广东 深圳市,男,42.0,1299901
河北 石家庄市,男,27.0,1299564
北京,女,29.0,1296327
北京,男,37.0,1295747
上海,女,40.0,1293981
辽宁 大连市,男,43.0,1293288
山东 青岛市,女,35.0,1292187
江苏 南京市,女,51.0,1291407
上海,男,39.0,1291288
上海,男,33.0,1290030
广东 广州市,男,32.0,1289120
安徽 合肥市,男,31.0,1287945
上海,男,40.0,1286027
北京,男,40.0,1283817
上海,女,35.0,1282162
北京,男,44.0,1281412
北京,男,27.0,1281153
上海,女,35.0,1280084
四川 成都市,男,40.0,1280016
河南 郑州市,男,23.0,1279616
安徽 合肥市,男,33.0,1278010
北京,男,39.0,1271179
广东 佛山市,男,29.0,1270681
浙江 杭州市,女,64.0,1270382
上海,男,40.0,1270164
北京,女,37.0,1270002
上海,女,29.0,1267131
江苏 苏州市,男,45.0,1265007
北京,男,33.0,1262001
河北 石家庄市,男,40.0,1261531
山东 东营市,女,36.0,1260581
广东 广州市,女,47.0,1260089
江苏 南京市,男,43.0,1260064
山东 青岛市,女,43.0,1257644
河北 石家庄市,男,32.0,1257642
广东 深圳市,女,31.0,1256191
上海,女,37.0,1254586
北京,女,35.0,1254540
陕西 榆林市,男,40.0,1253159
北京,女,31.0,1250260
江苏 泰州市,男,29.0,1250082
山东 烟台市,女,45.0,1250018
安徽 合肥市,女,31.0,1250001
云南 昆明市,男,32.0,1250000
广东 深圳市,男,33.0,1245845
上海,男,35.0,1243950
江苏 南京市,女,53.0,1242000
广东 广州市,男,32.0,1240251
河南 郑州市,男,37.0,1239959
北京,女,32.0,1239174
江西 南昌市,男,43.0,1235965
辽宁 大连市,男,49.0,1234164
上海,男,33.0,1233339
山东 青岛市,男,34.0,1233280
上海,女,41.0,1230701
上海,男,27.0,1227984
江苏 无锡市,男,35.0,1226515
河南 郑州市,女,57.0,1224909
辽宁 大连市,女,35.0,1224508
山东 济南市,男,38.0,1221644
广东 潮州市,男,34.0,1220753
广东 广州市,女,45.0,1220544
湖北 武汉市,男,43.0,1220258
天津,女,36.0,1220235
福建 厦门市,女,40.0,1220082
湖南 湘潭市,男,34.0,1220015
广东 潮州市,女,35.0,1220007
辽宁 大连市,男,37.0,1220006
北京,男,26.0,1218081
广东 珠海市,男,45.0,1214781
北京,女,43.0,1213961
重庆,男,43.0,1213759
湖北 武汉市,男,47.0,1213499
安徽 合肥市,男,37.0,1213296
四川 成都市,男,47.0,1212641
四川 绵阳市,女,44.0,1211152
广东 深圳市,女,37.0,1210002
吉林 长春市,男,32.0,1209534
河北 廊坊市,男,41.0,1209010
湖南 长沙市,女,37.0,1204309
江苏 南通市,男,42.0,1204107
吉林 长春市,男,51.0,1204022
山东 济南市,男,36.0,1203552
上海,男,38.0,1203547
安徽 合肥市,女,45.0,1202365
安徽 合肥市,女,32.0,1201961
辽宁 辽阳市,女,61.0,1200543
山西 太原市,男,27.0,1200455
北京,女,37.0,1200252
上海,男,44.0,1200209
甘肃 兰州市,女,59.0,1200141
四川 成都市,女,28.0,1200109
湖北 武汉市,女,34.0,1200100
广东 深圳市,女,33.0,1200100
四川 成都市,男,46.0,1200040
河南 郑州市,男,49.0,1200009
北京,男,38.0,1200005
四川 成都市,女,35.0,1200003
重庆,男,52.0,1200002
北京,男,40.0,1200002
黑龙江 哈尔滨市,男,43.0,1200002
黑龙江 哈尔滨市,男,35.0,1200001
北京,女,50.0,1200001
江西 南昌市,男,54.0,1200001
安徽 合肥市,男,46.0,1200000
上海,女,46.0,1200000
甘肃 兰州市,女,45.0,1200000
广东 广州市,男,61.0,1200000
四川 成都市,男,61.0,1200000
重庆,女,29.0,1200000
安徽 合肥市,男,47.0,1200000
天津,女,33.0,1199300
山东 青岛市,男,35.0,1198712
北京,男,45.0,1197760
浙江 绍兴市,男,37.0,1196669
广东 广州市,男,40.0,1196061
广西 南宁市,男,24.0,1195125
江苏 泰州市,男,27.0,1193952
陕西 西安市,男,36.0,1192268
四川 广元市,男,30.0,1191514
黑龙江 哈尔滨市,男,34.0,1191001
福建 福州市,男,39.0,1190085
北京,男,35.0,1190007
北京,女,27.0,1187848
上海,女,72.0,1186546
河北 唐山市,男,44.0,1185299
上海,女,39.0,1185081
湖南 长沙市,女,40.0,1182542
上海,女,42.0,1181821
上海,女,26.0,1181658
上海,男,30.0,1181076
四川 乐山市,男,34.0,1181000
北京,男,35.0,1179947
广东 广州市,女,35.0,1179480
河北 石家庄市,男,36.0,1178331
上海,女,65.0,1178173
上海,女,34.0,1177185
河南 郑州市,男,31.0,1177061
陕西 西安市,女,44.0,1177035
江苏 泰州市,男,35.0,1177005
广东 东莞市,男,39.0,1176004
陕西 西安市,男,36.0,1175067
湖南 长沙市,男,42.0,1174197
广东 东莞市,女,46.0,1172043
重庆,女,43.0,1171546
上海,男,37.0,1171235
北京,女,32.0,1170434
安徽 合肥市,男,29.0,1170081
北京,女,35.0,1170034
上海,女,46.0,1166131
北京,男,41.0,1165001
北京,女,38.0,1164437
北京,女,44.0,1162423
陕西 西安市,男,47.0,1161911
山东 菏泽市,女,56.0,1161595
上海,男,47.0,1161213
天津,男,34.0,1160766
重庆,男,28.0,1159374
湖北 襄阳市,女,35.0,1157081
辽宁 大连市,女,33.0,1156081
江苏 常州市,女,33.0,1156002
湖北 武汉市,男,26.0,1155436
北京,男,36.0,1155025
浙江 金华市,男,26.0,1155001
北京,男,47.0,1154000
江苏 南京市,男,28.0,1152322
山东 淄博市,女,51.0,1152094
河南 郑州市,男,33.0,1151482
江西 南昌市,女,39.0,1151442
四川 成都市,男,38.0,1151181
广东 中山市,男,31.0,1150299
湖北 武汉市,女,38.0,1150170
广东 广州市,男,43.0,1150004
湖南 长沙市,女,72.0,1150004
浙江 绍兴市,男,29.0,1149859
陕西 西安市,男,37.0,1149006
上海,男,27.0,1148239
四川 成都市,男,34.0,1147752
广东 广州市,女,34.0,1146771
湖南 长沙市,女,38.0,1145349
上海,女,30.0,1145251
北京,男,28.0,1144430
北京,男,41.0,1143037
重庆,男,42.0,1141295
辽宁 大连市,男,33.0,1140037
辽宁 沈阳市,男,40.0,1140002
辽宁 大连市,女,38.0,1139344
天津,男,36.0,1139301
山东 威海市,男,43.0,1137803
北京,男,26.0,1136271
上海,女,35.0,1136214
北京,女,35.0,1135081
北京,男,34.0,1130768
上海,男,39.0,1130010
浙江 金华市,男,32.0,1129330
甘肃 兰州市,男,34.0,1127841
上海,男,37.0,1127177
北京,女,31.0,1126108
福建 福州市,女,49.0,1125100
上海,女,31.0,1124602
湖北 武汉市,女,23.0,1123028
浙江 台州市,男,34.0,1122455
广东 广州市,女,23.0,1121388
山东 东营市,女,57.0,1121086
福建 泉州市,女,29.0,1121004
北京,女,66.0,1120666
广东 深圳市,男,35.0,1120529
广东 广州市,女,40.0,1120261
北京,男,32.0,1120009
山东 济南市,男,27.0,1120000
江苏 苏州市,女,31.0,1119081
江苏 无锡市,男,36.0,1117903
江苏 南京市,男,33.0,1115488
天津,女,45.0,1114631
江苏 无锡市,男,39.0,1114224
广西 南宁市,女,57.0,1113821
广东 广州市,女,45.0,1113170
上海,女,27.0,1112147
广东 汕头市,男,34.0,1111654
广东 深圳市,男,51.0,1110036
广东 东莞市,女,28.0,1107917
北京,男,33.0,1105186
北京,女,32.0,1105148
上海,女,34.0,1102570
上海,女,51.0,1102242
广东 深圳市,男,32.0,1101965
上海,男,30.0,1101514
浙江 宁波市,女,34.0,1101291
上海,男,42.0,1101286
陕西 西安市,男,30.0,1100910
上海,男,45.0,1100003
广东 深圳市,男,39.0,1100001
上海,女,28.0,1100000
广东 广州市,女,32.0,1100000
广东 广州市,女,42.0,1100000
上海,男,33.0,1099387
辽宁 抚顺市,女,32.0,1099105
河南 郑州市,女,29.0,1098436
山西 阳泉市,女,45.0,1091707
江苏 常州市,男,38.0,1091513
广东 广州市,女,34.0,1089726
江西 吉安市,男,60.0,1089003
江苏 南京市,女,38.0,1089000
广东 广州市,男,42.0,1087543
浙江 宁波市,女,35.0,1083947
北京,女,35.0,1083549
北京,男,33.0,1082543
山东 青岛市,男,39.0,1081110
广西 桂林市,男,38.0,1080922
辽宁 大连市,男,28.0,1080568
海南 海口市,男,29.0,1080150
北京,男,50.0,1080027
北京,男,49.0,1080003
黑龙江 哈尔滨市,男,48.0,1080003
上海,女,33.0,1079765
福建 厦门市,女,36.0,1076467
山东 泰安市,女,34.0,1075848
广东 深圳市,女,43.0,1075245
重庆,女,55.0,1075025
江西 南昌市,男,39.0,1075011
浙江 温州市,女,31.0,1075010
吉林 长春市,女,27.0,1071016
上海,女,35.0,1070186
福建 泉州市,男,36.0,1070046
江苏 无锡市,男,38.0,1070032
广东 广州市,男,36.0,1069049
上海,男,30.0,1067385
广东 广州市,女,41.0,1065751
上海,女,28.0,1065290
广东 深圳市,男,39.0,1065086
北京,女,26.0,1064076
江苏 南京市,女,31.0,1063597
上海,男,31.0,1063099
江西 南昌市,女,42.0,1062909
江西 上饶市,男,30.0,1062218
北京,男,31.0,1061540
北京,男,39.0,1060104
北京,男,37.0,1060083
上海,男,36.0,1060081
湖北 武汉市,男,38.0,1060076
四川 成都市,男,34.0,1060002
江苏 南京市,男,38.0,1060001
上海,女,35.0,1058110
浙江 杭州市,女,26.0,1057285
江苏 徐州市,男,25.0,1057220
浙江 温州市,男,32.0,1055328
甘肃 兰州市,女,32.0,1055256
福建 泉州市,女,34.0,1054841
上海,男,40.0,1054725
上海,男,33.0,1054065
湖南 长沙市,女,32.0,1052686
江苏 苏州市,男,29.0,1051969
江西 上饶市,女,52.0,1051368
北京,男,34.0,1050764
吉林 白山市,男,35.0,1050171
北京,男,43.0,1050045
广东 广州市,女,31.0,1050006
安徽 安庆市,男,26.0,1049877
浙江 温州市,男,28.0,1049416
上海,女,32.0,1047564
北京,女,39.0,1047562
广东 广州市,男,38.0,1047537
湖北 荆州市,女,27.0,1047220
江苏 南京市,男,41.0,1047216
北京,男,37.0,1046681
黑龙江 哈尔滨市,男,33.0,1045906
山东 青岛市,女,42.0,1045876
广东 广州市,女,33.0,1045000
河北 石家庄市,男,36.0,1043802
辽宁 大连市,男,35.0,1043450
浙江 宁波市,男,42.0,1042945
上海,男,29.0,1042750
浙江 杭州市,男,34.0,1042407
北京,女,32.0,1042169
安徽 合肥市,男,51.0,1041813
北京,男,33.0,1041308
辽宁 大连市,男,34.0,1040633
广东 广州市,男,34.0,1040008
浙江 温州市,女,28.0,1039369
浙江 湖州市,男,35.0,1039010
江苏 南京市,男,33.0,1037252
重庆,男,40.0,1035654
安徽 合肥市,女,37.0,1035495
福建 福州市,男,35.0,1035058
内蒙古 鄂尔多斯市,女,26.0,1034981
辽宁 沈阳市,男,32.0,1034690
上海,女,45.0,1033758
福建 福州市,男,44.0,1033028
上海,男,45.0,1031588
湖北 武汉市,女,34.0,1030219
上海,男,31.0,1030204
上海,男,32.0,1030081
安徽 合肥市,男,26.0,1030005
青海 西宁市,男,34.0,1029009
上海,男,31.0,1028753
辽宁 大连市,男,50.0,1028121
江苏 南京市,女,39.0,1027381
江苏 无锡市,男,35.0,1026735
江苏 无锡市,男,44.0,1023600
上海,女,32.0,1023021
浙江 绍兴市,男,47.0,1022261
广东 广州市,男,48.0,1022259
江西 上饶市,男,28.0,1020804
上海,女,38.0,1020299
江苏 镇江市,男,33.0,1020088
江西 南昌市,男,35.0,1020086
北京,女,31.0,1020082
北京,男,29.0,1020081
北京,男,40.0,1020001
北京,男,50.0,1019911
江苏 南京市,男,31.0,1019862
广东 广州市,男,32.0,1019831
江苏 无锡市,男,41.0,1019714
湖北 武汉市,女,44.0,1018000
江西 南昌市,女,52.0,1014006
江苏 南京市,女,29.0,1013581
河南 焦作市,男,55.0,1013441
河南 郑州市,女,44.0,1012899
北京,女,40.0,1011057
天津,男,30.0,1010551
云南 西双版纳傣族自治州,男,41.0,1010097
湖北 武汉市,男,37.0,1010070
重庆,女,43.0,1010014
北京,男,43.0,1010014
上海,男,26.0,1010013
北京,男,39.0,1010001
北京,男,44.0,1010000
北京,男,48.0,1010000
山东 潍坊市,男,33.0,1010000
重庆,女,28.0,1010000
河南 郑州市,女,70.0,1008799
河南 郑州市,女,50.0,1008371
北京,女,32.0,1006081
上海,女,25.0,1006005
北京,男,28.0,1005229
广东 广州市,男,50.0,1005004
山东 青岛市,男,41.0,1005002
四川 成都市,女,38.0,1005000
上海,男,26.0,1004122
上海,男,35.0,1004080
北京,女,29.0,1003793
安徽 合肥市,男,44.0,1003565
吉林 吉林市,女,27.0,1003291
辽宁 大连市,女,29.0,1002293
陕西 西安市,女,43.0,1002101
上海,女,35.0,1002016
北京,男,33.0,1001588
江西 抚州市,男,46.0,1001073
福建 福州市,男,37.0,1001021
江西 抚州市,女,41.0,1001018
北京,男,47.0,1001009
广东 广州市,男,45.0,1001004
广东 广州市,男,37.0,1000746
云南 昆明市,男,27.0,1000519
山东 青岛市,男,39.0,1000504
北京,女,50.0,1000341
山东 青岛市,男,45.0,1000338
山东 青岛市,女,44.0,1000302
湖北 武汉市,男,44.0,1000151
广东 东莞市,男,41.0,1000136
上海,男,63.0,1000113
山东 菏泽市,男,19.0,1000112
湖北 武汉市,男,40.0,1000103
吉林 长春市,男,38.0,1000088
北京,男,50.0,1000072
广东 深圳市,男,43.0,1000033
上海,男,32.0,1000029
山东 烟台市,女,55.0,1000028
天津,男,45.0,1000027
新疆 乌鲁木齐市,男,41.0,1000025
内蒙古 呼伦贝尔,男,47.0,1000023
广东 深圳市,男,36.0,1000021
广东 深圳市,男,27.0,1000020
四川 绵阳市,女,43.0,1000019
浙江 温州市,男,38.0,1000019
北京,女,33.0,1000019
上海,男,48.0,1000016
北京,男,46.0,1000013
重庆,男,40.0,1000011
江苏 南京市,男,49.0,1000010
广东 广州市,男,44.0,1000010
江苏 南京市,女,24.0,1000010
北京,女,42.0,1000010
广东 广州市,女,46.0,1000010
江苏 南京市,女,32.0,1000009
北京,男,39.0,1000009
北京,男,40.0,1000009
广东 广州市,男,46.0,1000009
江苏 淮安市,男,37.0,1000008
湖北 武汉市,女,32.0,1000007
上海,男,32.0,1000007
北京,男,41.0,1000007
江苏 南京市,男,40.0,1000006
天津,男,34.0,1000006
河南 安阳市,男,44.0,1000005
北京,男,37.0,1000005
北京,女,43.0,1000005
江苏 南通市,男,26.0,1000005
河南 郑州市,女,49.0,1000005
北京,女,48.0,1000004
陕西 西安市,男,53.0,1000004
北京,男,41.0,1000003
江西 九江市,男,28.0,1000003
广东 东莞市,男,40.0,1000003
广东 东莞市,女,3.0,1000003
北京,男,41.0,1000003
安徽 合肥市,男,42.0,1000003
陕西 西安市,男,36.0,1000002
上海,女,37.0,1000002
山东 青岛市,男,43.0,1000002
辽宁 盘锦市,男,45.0,1000002
江苏 扬州市,女,43.0,1000002
甘肃 武威市,女,47.0,1000002
山东 济南市,男,48.0,1000002
广东 深圳市,男,23.0,1000002
广东 广州市,男,47.0,1000002
广东 东莞市,男,16.0,1000001
湖北 武汉市,男,44.0,1000001
上海,女,47.0,1000001
重庆,男,44.0,1000001
北京,男,58.0,1000001
北京,男,36.0,1000001
安徽 合肥市,女,36.0,1000001
上海,女,47.0,1000001
北京,男,44.0,1000001
北京,女,37.0,1000001
北京,男,50.0,1000001
湖北 武汉市,男,29.0,1000001
江苏 无锡市,男,41.0,1000001
上海,女,24.0,1000001
上海,男,40.0,1000001
辽宁 大连市,男,49.0,1000000
重庆,男,27.0,1000000
北京,女,65.0,1000000
安徽 合肥市,女,52.0,1000000
天津,男,41.0,1000000
湖北 武汉市,女,32.0,1000000
安徽 合肥市,女,36.0,1000000
河南 郑州市,女,41.0,1000000
云南 昆明市,女,48.0,1000000
广东 东莞市,女,36.0,1000000
广东 深圳市,女,43.0,1000000
北京,女,44.0,1000000
广东 广州市,男,41.0,1000000
甘肃 兰州市,女,37.0,1000000
广东 广州市,女,39.0,1000000
广东 揭阳市,男,73.0,1000000
安徽 合肥市,女,37.0,1000000
河南 郑州市,男,30.0,1000000
北京,男,32.0,1000000
北京,女,38.0,1000000
安徽 合肥市,女,38.0,1000000
重庆,男,37.0,1000000
北京,男,39.0,1000000
广东 广州市,女,44.0,1000000
安徽 合肥市,女,58.0,1000000
河南 郑州市,女,65.0,1000000
广东 汕头市,女,42.0,1000000
山东 青岛市,男,46.0,1000000
山东 济南市,女,62.0,1000000
江苏 盐城市,女,27.0,999244
北京,女,37.0,996000
北京,男,25.0,995096
内蒙古 包头市,男,26.0,995000
天津,女,42.0,994974
福建 福州市,男,30.0,989332
江苏 苏州市,女,46.0,989113
北京,男,40.0,989032
北京,男,36.0,987642
江西 南昌市,男,35.0,986070
北京,女,35.0,985470
湖南 长沙市,男,34.0,984656
海南 海口市,女,32.0,984002
浙江 金华市,男,30.0,984000
北京,女,32.0,980263
浙江 温州市,男,34.0,980081
江苏 盐城市,女,40.0,980024
北京,男,45.0,980003
黑龙江 哈尔滨市,男,36.0,980002
新疆 乌鲁木齐市,男,39.0,979876
浙江 杭州市,女,25.0,979587
北京,女,34.0,979082
湖北 武汉市,女,58.0,979052
内蒙古 鄂尔多斯市,男,32.0,978028
江苏 无锡市,女,35.0,978000
山东 青岛市,男,33.0,977424
山西 太原市,女,27.0,976802
重庆,女,33.0,975081
四川 绵阳市,男,38.0,975029
安徽 宿州市,女,29.0,974163
江苏 南京市,男,37.0,973318
北京,男,37.0,972829
浙江 宁波市,男,30.0,970846
山东 东营市,女,27.0,970570
山东 德州市,女,46.0,970500
湖北 武汉市,男,34.0,970047
上海,女,34.0,970013
重庆,女,42.0,970006
上海,女,46.0,970000
江苏 镇江市,女,41.0,969000
广东 珠海市,男,54.0,968900
江苏 常州市,男,34.0,968329
北京,女,30.0,967280
浙江 金华市,男,29.0,967180
上海,女,37.0,967013
北京,男,45.0,966081
四川 绵阳市,男,40.0,964997
安徽 阜阳市,男,42.0,962987
重庆,女,43.0,961093
江苏 无锡市,男,31.0,960011
广东 广州市,男,44.0,960000
广东 东莞市,女,38.0,960000
四川 绵阳市,男,28.0,959096
浙江 金华市,男,39.0,958866
北京,女,34.0,958838
江苏 南京市,女,48.0,956753
天津,男,28.0,955259
广东 深圳市,女,38.0,955225
山东 青岛市,男,26.0,953893
广东 广州市,男,27.0,953445
江苏 南京市,女,27.0,952685
